 130.00   -0.501   0.7550  -0.2516
 140.00   -0.539   0.5306  -0.2201
 150.00   -0.546   0.3198  -0.1968

3.022        Table ID parameter (Reynolds number in millions).  
  11.00     Stall angle (deg)				
  -0.3689   Zero Cn angle of attack (deg)				
   6.9838   Cn slope for zero lift (dimensionless)				
   1.3857   Cn extrapolated to value at positive stall angle of attack				
  -0.8000   Cn at stall value for negative angle of attack				
   2.00     Angle of attack for minimum CD (deg)				
   0.0116   Minimum CD value				
-180.00    0.000   0.0018   0.0000				
-170.00    0.691   0.0407   0.4000				
-160.00    0.538   0.1526   0.1934				
-150.00    0.535   0.3241   0.1944				
-140.00    0.532   0.5344   0.2193				
-130.00    0.496   0.7582   0.2515				
-120.00    0.419   0.9684   0.2833				
-110.00    0.302   1.1397   0.3086				
-100.00    0.157   1.2514   0.3227				
 -90.00    0.000   1.2900   0.3225				
 -80.00   -0.157   1.2514   0.3071				
 -70.00   -0.302   1.1397   0.2786				
 -60.00   -0.419   0.9684   0.2408				
 -50.00   -0.496   0.7582   0.1984				
 -40.00   -0.532   0.5344   0.1564				
 -30.00   -0.535   0.3241   0.1183				
 -20.00   -0.538   0.1526   0.0856				
 -10.00   -0.691   0.0407   0.0349				
  -4.00    0.081   0.0112   0.0000				
  -3.00    0.179   0.0091   0.0000				
  -2.00    0.283   0.0074   0.0000				
  -1.00    0.389   0.0074   0.0000				
   0.00    0.494   0.0075   0.0000				
   1.00    0.594   0.0080   0.0000
   2.00    0.692   0.0092   0.0000
   3.00    0.789   0.0104   0.0000
   4.00    0.878   0.0122   0.0000
   5.00    0.956   0.0147   0.0000
   6.00    1.025   0.0180   0.0000
   7.00    1.091   0.0218   0.0000
   8.00    1.145   0.0268   0.0000
  10.00    0.987   0.0407  -0.0497
  20.00    0.769   0.1526  -0.1189
  30.00    0.765   0.3241  -0.1559
  40.00    0.761   0.5344  -0.1927
  50.00    0.709   0.7582  -0.2286
  60.00    0.598   0.9684  -0.2614
  70.00    0.432   1.1397  -0.2891
  80.00    0.225   1.2514  -0.3100
  90.00    0.000   1.2900  -0.3225
 100.00   -0.157   1.2514  -0.3227
 110.00   -0.302   1.1397  -0.3086
 120.00   -0.419   0.9684  -0.2833
 130.00   -0.496   0.7582  -0.2515
 140.00   -0.532   0.5344  -0.2193
 150.00   -0.535   0.3241  -0.1944

2.021        Table ID parameter (Reynolds number in millions). 
  11.00     Stall angle (deg)				
  -0.3689   Zero Cn angle of attack (deg)				
   6.9838   Cn slope for zero lift (dimensionless)				
   1.3857   Cn extrapolated to value at positive stall angle of attack				
  -0.8000   Cn at stall value for negative angle of attack				
   2.00     Angle of attack for minimum CD (deg)				
   0.0116   Minimum CD value				
-180.00    0.000   0.0053   0.0000				
-170.00    0.689   0.0441   0.4000				
-160.00    0.537   0.1559   0.1934				
-150.00    0.534   0.3271   0.1947				
-140.00    0.532   0.5371   0.2197				
-130.00    0.496   0.7604   0.2519				
-120.00    0.419   0.9702   0.2837				
-110.00    0.302   1.1409   0.3089				
-100.00    0.157   1.2520   0.3229				
 -90.00    0.000   1.2900   0.3225				
 -80.00   -0.157   1.2520   0.3073				
 -70.00   -0.302   1.1409   0.2788				
 -60.00   -0.419   0.9702   0.2411				
 -50.00   -0.496   0.7604   0.1988				
 -40.00   -0.532   0.5371   0.1567				
 -30.00   -0.534   0.3271   0.1185				
 -20.00   -0.537   0.1559   0.0857				
 -10.00   -0.689   0.0441   0.0348				
  -4.00    0.078   0.0122   0.0000				
  -3.00    0.179   0.0094   0.0000				
  -2.00    0.282   0.0085   0.0000				
  -1.00    0.389   0.0089   0.0000				
   0.00    0.495   0.0095   0.0000				
   1.00    0.597   0.0099   0.0000
   2.00    0.693   0.0107   0.0000
   3.00    0.786   0.0117   0.0000
   4.00    0.876   0.0135   0.0000
   5.00    0.957   0.0163   0.0000
   6.00    1.026   0.0199   0.0000
   7.00    1.087   0.0245   0.0000
   8.00    1.141   0.0302   0.0000
  10.00    0.984   0.0441  -0.0495
  20.00    0.767   0.1559  -0.1189
  30.00    0.764   0.3271  -0.1560
  40.00    0.760   0.5371  -0.1930
  50.00    0.709   0.7604  -0.2289
  60.00    0.598   0.9702  -0.2617
  70.00    0.432   1.1409  -0.2893
  80.00    0.225   1.2520  -0.3101
  90.00    0.000   1.2900  -0.3225
 100.00   -0.157   1.2520  -0.3229
 110.00   -0.302   1.1409  -0.3089
 120.00   -0.419   0.9702  -0.2837
 130.00   -0.496   0.7604  -0.2519
 140.00   -0.532   0.5371  -0.2197
 150.00   -0.534   0.3271  -0.1947

2.019        Table ID parameter (Reynolds number in millions).  
  11.00     Stall angle (deg)				
  -0.3689   Zero Cn angle of attack (deg)				
   6.9838   Cn slope for zero lift (dimensionless)				
   1.3857   Cn extrapolated to value at positive stall angle of attack				
  -0.8000   Cn at stall value for negative angle of attack				
   2.00     Angle of attack for minimum CD (deg)				
   0.0116   Minimum CD value				
-180.00    0.000   0.0001   0.0000				
-170.00    0.741   0.0390   0.4000				
-160.00    0.562   0.1510   0.2008				
-150.00    0.549   0.3226   0.1978				
-140.00    0.541   0.5331   0.2209				
-130.00    0.501   0.7571   0.2522				
-120.00    0.421   0.9676   0.2834				
-110.00    0.303   1.1391   0.3086				
-100.00    0.158   1.2511   0.3227				
 -90.00    0.000   1.2900   0.3225				
 -80.00   -0.158   1.2511   0.3071				
 -70.00   -0.303   1.1391   0.2785				
 -60.00   -0.421   0.9676   0.2409				
 -50.00   -0.501   0.7571   0.1990				
 -40.00   -0.541   0.5331   0.1575				
 -30.00   -0.549   0.3226   0.1204				
 -20.00   -0.562   0.1510   0.0889				
 -10.00   -0.741   0.0390   0.0374				
  -4.00    0.093   0.0120   0.0000				
  -3.00    0.208   0.0100   0.0000				
  -2.00    0.307   0.0098   0.0000				
  -1.00    0.412   0.0098   0.0000				
   0.00    0.519   0.0100   0.0000				
   1.00    0.627   0.0106   0.0000
   2.00    0.732   0.0115   0.0000
   3.00    0.835   0.0127   0.0000
   4.00    0.930   0.0140   0.0000
   5.00    1.020   0.0159   0.0000
   6.00    1.103   0.0185   0.0000
   7.00    1.173   0.0217   0.0000
   8.00    1.236   0.0251   0.0000
  10.00    1.059   0.0390  -0.0533
  20.00    0.802   0.1510  -0.1236
  30.00    0.784   0.3226  -0.1589
  40.00    0.772   0.5331  -0.1944
  50.00    0.716   0.7571  -0.2294
  60.00    0.602   0.9676  -0.2616
  70.00    0.433   1.1391  -0.2891
  80.00    0.225   1.2511  -0.3099
  90.00    0.000   1.2900  -0.3225
 100.00   -0.158   1.2511  -0.3227
 110.00   -0.303   1.1391  -0.3086
 120.00   -0.421   0.9676  -0.2834
 130.00   -0.501   0.7571  -0.2522
 140.00   -0.541   0.5331  -0.2209
 150.00   -0.549   0.3226  -0.1978

1.514        Table ID parameter (Reynolds number in millions).  	
  11.00     Stall angle (deg)				
  -0.3689   Zero Cn angle of attack (deg)				
   6.9838   Cn slope for zero lift (dimensionless)				
   1.3857   Cn extrapolated to value at positive stall angle of attack				
  -0.8000   Cn at stall value for negative angle of attack				
   2.00     Angle of attack for minimum CD (deg)				
   0.0116   Minimum CD value				
-180.00    0.000   0.0035   0.0000				
-170.00    0.728   0.0424   0.4000				
-160.00    0.555   0.1542   0.1992				
-150.00    0.545   0.3256   0.1974				
-140.00    0.538   0.5357   0.2209				
-130.00    0.500   0.7593   0.2524				
-120.00    0.421   0.9693   0.2837				
-110.00    0.303   1.1403   0.3088				
-100.00    0.158   1.2517   0.3228				
 -90.00    0.000   1.2900   0.3225				
 -80.00   -0.158   1.2517   0.3072				
 -70.00   -0.303   1.1403   0.2788				
 -60.00   -0.421   0.9693   0.2411				
 -50.00   -0.500   0.7593   0.1991				
 -40.00   -0.538   0.5357   0.1575				
 -30.00   -0.545   0.3256   0.1201				
 -20.00   -0.555   0.1542   0.0882				
 -10.00   -0.728   0.0424   0.0368				
  -4.00    0.041   0.0137   0.0000				
  -3.00    0.178   0.0122   0.0000				
  -2.00    0.289   0.0115   0.0000				
  -1.00    0.395   0.0110   0.0000				
   0.00    0.498   0.0105   0.0000				
   1.00    0.604   0.0117   0.0000
   2.00    0.709   0.0129   0.0000
   3.00    0.806   0.0140   0.0000
   4.00    0.900   0.0154   0.0000
   5.00    0.990   0.0173   0.0000
   6.00    1.072   0.0204   0.0000
   7.00    1.150   0.0239   0.0000
   8.00    1.212   0.0285   0.0000
  10.00    1.040   0.0424  -0.0524
  20.00    0.794   0.1542  -0.1225
  30.00    0.779   0.3256  -0.1583
  40.00    0.769   0.5357  -0.1943
  50.00    0.714   0.7593  -0.2295
  60.00    0.601   0.9693  -0.2618
  70.00    0.433   1.1403  -0.2893
  80.00    0.225   1.2517  -0.3101
  90.00    0.000   1.2900  -0.3225
 100.00   -0.158   1.2517  -0.3228
 110.00   -0.303   1.1403  -0.3088
 120.00   -0.421   0.9693  -0.2837
 130.00   -0.500   0.7593  -0.2524
 140.00   -0.538   0.5357  -0.2209
 150.00   -0.545   0.3256  -0.1974

1.014        Table ID parameter (Reynolds number in millions).  
  11.00     Stall angle (deg)				
  -0.3689   Zero Cn angle of attack (deg)				
   6.9838   Cn slope for zero lift (dimensionless)				
   1.3857   Cn extrapolated to value at positive stall angle of attack				
  -0.8000   Cn at stall value for negative angle of attack				
   2.00     Angle of attack for minimum CD (deg)				
   0.0116   Minimum CD value				
-180.00    0.000   0.0068   0.0000				
-170.00    0.718   0.0456   0.4000				
-160.00    0.551   0.1573   0.1980				
-150.00    0.542   0.3284   0.1970				
-140.00    0.537   0.5382   0.2210				
-130.00    0.499   0.7613   0.2527				
-120.00    0.420   0.9709   0.2840				
-110.00    0.303   1.1414   0.3091				
-100.00    0.158   1.2523   0.3230				
 -90.00    0.000   1.2900   0.3225				
 -80.00   -0.158   1.2523   0.3073				
 -70.00   -0.303   1.1414   0.2790				
 -60.00   -0.420   0.9709   0.2414				
 -50.00   -0.499   0.7613   0.1994				
 -40.00   -0.537   0.5382   0.1576				
 -30.00   -0.542   0.3284   0.1199				
 -20.00   -0.551   0.1573   0.0877				
 -10.00   -0.718   0.0456   0.0363				
  -4.00   -0.020   0.0168   0.0000				
  -3.00    0.105   0.0153   0.0000				
  -2.00    0.258   0.0155   0.0000				
  -1.00    0.395   0.0160   0.0000				
   0.00    0.516   0.0166   0.0000				
   1.00    0.612   0.0165   0.0000
   2.00    0.706   0.0169   0.0000
   3.00    0.798   0.0174   0.0000
   4.00    0.892   0.0188   0.0000
   5.00    0.981   0.0216   0.0000
   6.00    1.068   0.0251   0.0000
   7.00    1.138   0.0283   0.0000
   8.00    1.193   0.0317   0.0000
  10.00    1.026   0.0456  -0.0517
  20.00    0.787   0.1573  -0.1217
  30.00    0.775   0.3284  -0.1580
  40.00    0.767   0.5382  -0.1943
  50.00    0.713   0.7613  -0.2297
  60.00    0.600   0.9709  -0.2621
  70.00    0.433   1.1414  -0.2895
  80.00    0.225   1.2523  -0.3102
  90.00    0.000   1.2900  -0.3225
 100.00   -0.158   1.2523  -0.3230
 110.00   -0.303   1.1414  -0.3091
 120.00   -0.420   0.9709  -0.2840
 130.00   -0.499   0.7613  -0.2527
 140.00   -0.537   0.5382  -0.2210
 150.00   -0.542   0.3284  -0.1970

1.011        Table ID parameter (Reynolds number in millions).  	
  11.00     Stall angle (deg)				
  -0.3689   Zero Cn angle of attack (deg)				
   6.9838   Cn slope for zero lift (dimensionless)				
   1.3857   Cn extrapolated to value at positive stall angle of attack				
  -0.8000   Cn at stall value for negative angle of attack				
   2.00     Angle of attack for minimum CD (deg)				
   0.0116   Minimum CD value				
-180.00    0.000   0.0096   0.0000				
-170.00    0.683   0.0483   0.4000				
-160.00    0.535   0.1599   0.1931				
-150.00    0.533   0.3308   0.1949				
-140.00    0.531   0.5403   0.2201				
-130.00    0.496   0.7631   0.2524				
-120.00    0.418   0.9723   0.2841				
-110.00    0.302   1.1424   0.3092				
-100.00    0.157   1.2528   0.3231				
 -90.00    0.000   1.2900   0.3225				
 -80.00   -0.157   1.2528   0.3074				
 -70.00   -0.302   1.1424   0.2791				
 -60.00   -0.418   0.9723   0.2415				
 -50.00   -0.496   0.7631   0.1992				
 -40.00   -0.531   0.5403   0.1570				
 -30.00   -0.533   0.3308   0.1186				
 -20.00   -0.535   0.1599   0.0855				
 -10.00   -0.683   0.0483   0.0346				
  -4.00   -0.016   0.0174   0.0000				
  -3.00    0.114   0.0151   0.0000				
  -2.00    0.244   0.0147   0.0000				
  -1.00    0.374   0.0150   0.0000				
   0.00    0.499   0.0154   0.0000				
   1.00    0.597   0.0158   0.0000
   2.00    0.689   0.0152   0.0000
   3.00    0.780   0.0148   0.0000
   4.00    0.869   0.0162   0.0000
   5.00    0.954   0.0183   0.0000
   6.00    1.032   0.0215   0.0000
   7.00    1.082   0.0276   0.0000
   8.00    1.131   0.0345   0.0000
  10.00    0.976   0.0483  -0.0492
  20.00    0.764   0.1599  -0.1185
  30.00    0.761   0.3308  -0.1560
  40.00    0.759   0.5403  -0.1932
  50.00    0.708   0.7631  -0.2293
  60.00    0.598   0.9723  -0.2621
  70.00    0.431   1.1424  -0.2896
  80.00    0.225   1.2528  -0.3103
  90.00    0.000   1.2900  -0.3225
 100.00   -0.157   1.2528  -0.3231
 110.00   -0.302   1.1424  -0.3092
 120.00   -0.418   0.9723  -0.2841
 130.00   -0.496   0.7631  -0.2524
 140.00   -0.531   0.5403  -0.2201
 150.00   -0.533   0.3308  -0.1949
 EOT

		

